ID,item_cnt_month
2139,0.0
2140,0.01
2141,0.0
2142,0.24
2143,0.0
2144,0.28
2145,0.0
2146,0.22
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.03
2154,0.0
2155,0.0
2156,0.0
2157,0.06
2158,0.06
2159,1.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.6
2168,0.0
2169,0.0
2170,0.0
2171,0.24
2172,0.1
2173,0.05
2174,0.0
2175,0.01
2176,0.12
2177,0.13
2178,0.21
2179,0.55
2180,0.35
2181,0.0
2182,0.0
2183,0.0
2184,0.1
2185,0.07
2186,0.1
2187,0.1
2188,0.1
2189,0.18
2190,0.01
2191,0.27
2192,0.03
2193,0.03
2194,0.01
2195,0.52
2196,0.16
2197,0.0
2198,0.0
2199,0.0
2200,0.34
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.1
2206,0.05
2207,0.01
2208,0.26
2209,0.06
2210,0.01
2211,0.07
2212,0.12
2213,0.04
2214,0.0
2215,0.12
2216,0.12
2217,0.12
2218,0.11
2219,0.34
2220,0.17
2221,0.13
2222,0.0
2223,0.0
2224,0.11
2225,0.0
2226,0.0
2227,0.12
2228,0.07
2229,0.0
2230,0.05
2231,0.21
2232,0.66
2233,0.0
2234,0.36
2235,0.24
2236,0.24
2237,0.03
2238,0.24
2239,0.45
2240,0.02
2241,0.05
2242,0.0
2243,0.0
2244,0.3
2245,0.01
2246,0.0
2247,0.0
2248,0.01
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.01
2256,0.16
2257,0.2
2258,0.0
2259,0.0
2260,0.09
2261,0.04
2262,0.0
2263,0.14
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,0.03
2271,0.0
2272,0.41
2273,0.15
2274,0.04
2275,0.02
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.01
2281,0.0
2282,0.11
2283,0.0
2284,0.0
2285,0.0
2286,0.0
2287,0.2
2288,0.0
2289,0.0
2290,0.02
2291,0.0
2292,0.0
2293,0.02
2294,0.0
2295,0.0
2296,0.0
2297,0.0
2298,0.37
2299,0.01
2300,0.0
2301,0.0
2302,0.01
2303,0.21
2304,0.01
2305,0.03
2306,0.16
2307,0.0
2308,0.09
2309,0.04
2310,0.02
2311,0.43
2312,0.01
2313,0.35
2314,0.0
2315,0.16
2316,0.0
2317,0.0
2318,0.13
2319,0.33
2320,0.67
2321,0.02
2322,0.0
2323,0.0
2324,0.01
2325,0.01
2326,0.0
2327,0.0
2328,0.09
2329,0.21
2330,0.44
2331,0.01
2332,0.37
2333,0.06
2334,0.01
2335,0.06
2336,0.03
2337,0.0
2338,0.0
2339,0.06
2340,0.05
2341,0.01
2342,0.46
2343,0.01
2344,0.0
2345,0.01
2346,0.43
2347,0.25
2348,0.02
2349,0.43
2350,0.01
2351,0.02
2352,0.02
2353,0.16
2354,0.02
2355,0.01
2356,0.01
2357,0.06
2358,0.09
2359,0.02
2360,0.01
2361,0.09
2362,0.06
2363,0.06
2364,0.01
2365,0.25
2366,0.19
2367,0.01
2368,0.04
2369,0.01
2370,0.19
2371,0.0
2372,0.11
2373,0.0
2374,0.17
2375,0.0
2376,0.01
2377,0.0
2378,0.0
2379,0.02
2380,0.0
2381,0.0
2382,0.0
2383,0.2
2384,0.06
2385,0.0
2386,0.0
2387,0.02
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.59
2395,0.0
2396,0.0
2397,0.02
2398,0.0
2399,0.16
2400,0.0
2401,0.32
2402,0.0
2403,0.16
2404,0.0
2405,0.15
2406,0.0
2407,0.0
2408,0.0
2409,0.34
2410,0.0
2411,0.0
2412,0.03
2413,0.0
2414,0.0
2415,0.13
2416,0.01
2417,0.39
2418,0.0
2419,0.41
2420,0.05
2421,0.33
2422,0.0
2423,0.0
2424,0.0
2425,0.0
2426,0.01
2427,0.33
2428,0.05
2429,0.43
2430,0.52
2431,0.0
2432,0.0
2433,0.0
2434,0.03
2435,0.12
2436,0.0
2437,0.0
2438,1.06
2439,0.1
2440,0.33
2441,0.33
2442,0.0
2443,0.06
2444,0.0
2445,0.0
2446,0.0
2447,0.02
2448,0.0
2449,0.0
2450,0.0
2451,0.0
2452,0.01
2453,0.14
2454,0.03
2455,9.21
2456,9.21
2457,0.07
2458,0.02
2459,0.02
2460,9.29
2461,9.29
2462,0.02
2463,0.02
2464,0.13
2465,0.17
2466,0.18
2467,0.0
2468,0.0
2469,0.08
2470,0.0
2471,0.06
2472,0.0
2473,0.08
2474,0.86
2475,0.25
2476,0.06
2477,0.0
2478,0.0
2479,0.7
2480,0.87
2481,0.38
2482,0.0
2483,0.0
2484,0.0
2485,0.02
2486,0.04
2487,0.33
2488,0.0
2489,0.24
2490,0.0
2491,0.01
2492,0.21
2493,0.02
2494,0.0
2495,0.02
2496,0.0
2497,0.0
2498,0.05
2499,0.05
2500,0.0
2501,0.16
2502,0.0
2503,0.0
2504,0.02
2505,0.0
2506,0.71
2507,0.0
2508,0.21
2509,0.26
2510,0.1
2511,0.01
2512,0.0
2513,0.0
2514,0.94
2515,0.01
2516,0.01
2517,0.01
2518,0.22
2519,0.0
2520,0.14
2521,0.13
2522,0.12
2523,0.07
2524,0.15
2525,0.05
2526,0.18
2527,0.81
2528,0.14
2529,0.02
2530,0.28
2531,0.02
2532,0.06
2533,0.02
2534,0.0
2535,0.02
2536,0.02
2537,0.0
2538,0.0
2539,0.09
2540,0.17
2541,0.1
2542,0.08
2543,0.08
2544,0.08
2545,0.08
2546,0.08
2547,0.0
2548,0.05
2549,0.14
2550,0.15
2551,0.14
2552,0.14
2553,0.31
2554,0.2
2555,0.01
2556,0.47
2557,0.23
2558,0.0
2559,0.44
2560,0.03
2561,0.03
2562,0.0
2563,0.0
2564,0.0
2565,0.0
2566,0.0
2567,0.0
2568,0.0
2569,0.14
2570,2.59
2571,0.14
2572,0.0
2573,0.14
2574,0.06
2575,0.06
2576,0.37
2577,0.15
2578,0.0
2579,0.0
2580,1.05
2581,0.0
2582,0.0
2583,0.0
2584,0.0
2585,0.06
2586,0.0
2587,0.03
2588,0.0
2589,0.0
2590,0.0
2591,0.01
2592,0.0
2593,0.18
2594,0.53
2595,0.04
2596,0.0
2597,0.5
2598,0.01
2599,0.29
2600,0.0
2601,0.01
2602,0.0
2603,0.04
2604,0.75
2605,0.01
2606,0.1
2607,0.0
2608,0.0
2609,0.0
2610,0.11
2611,0.0
2612,0.04
2613,0.0
2614,0.0
2615,0.0
2616,0.01
2617,0.0
2618,0.0
2619,0.06
2620,0.42
2621,0.16
2622,0.03
2623,0.24
2624,0.57
2625,0.19
2626,0.24
2627,0.24
2628,0.14
2629,0.24
2630,0.24
2631,0.04
2632,0.0
2633,0.24
2634,0.24
2635,0.24
2636,0.24
2637,0.24
2638,0.24
2639,0.24
2640,0.0
2641,0.0
2642,0.0
2643,0.24
2644,0.0
2645,0.0
2646,0.0
2647,0.0
2648,0.0
2649,0.24
2650,0.45
2651,0.45
2652,0.0
2653,0.25
2654,0.02
2655,0.0
2656,0.24
2657,0.16
2658,0.24
2659,0.08
2660,0.24
2661,0.02
2662,0.24
2663,0.24
2664,0.0
2665,0.24
2666,0.45
2667,0.0
2668,0.13
2669,0.0
2670,0.03
2671,0.0
2672,0.11
2673,0.1
2674,0.0
2675,0.0
2676,0.53
2677,0.2
2678,0.0
2679,0.0
2680,0.0
2681,0.0
2682,0.0
2683,0.52
2684,0.12
2685,0.01
2686,0.0
2687,0.0
2688,0.0
2689,0.0
2690,0.0
2691,0.0
2692,0.1
2693,0.0
2694,0.12
2695,0.26
2696,0.42
2697,0.1
2698,0.0
2699,0.0
2700,0.0
2701,0.02
2702,0.0
2703,0.0
2704,0.01
2705,0.15
2706,0.02
2707,0.29
2708,0.0
2709,0.36
2710,0.21
2711,0.0
2712,0.0
2713,0.03
2714,0.0
2715,0.0
2716,0.09
2717,0.0
2718,0.52
2719,0.0
2720,0.0
2721,0.43
2722,0.27
2723,0.04
2724,0.04
2725,0.59
2726,0.0
2727,0.0
2728,0.0
2729,0.0
2730,0.0
2731,0.0
2732,0.0
2733,0.0
2734,0.0
2735,0.06
2736,0.0
2737,0.0
2738,0.0
2739,0.0
2740,0.0
2741,0.0
2742,0.0
2743,0.0
2744,0.0
2745,0.0
2746,0.0
2747,0.0
2748,0.0
2749,0.0
2750,0.0
2751,0.0
2752,0.0
2753,0.0
2754,0.0
2755,0.0
2756,0.0
2757,0.01
2758,0.02
2759,0.0
2760,0.01
2761,0.0
2762,0.73
2763,0.69
2764,0.66
2765,0.0
2766,0.15
2767,0.63
2768,0.16
2769,0.3
2770,0.0
2771,0.0
2772,0.0
2773,0.0
2774,0.0
2775,0.03
2776,0.14
2777,0.01
2778,0.21
2779,0.0
2780,0.0
2781,0.0
2782,0.1
2783,0.0
2784,0.28
2785,0.0
2786,0.0
2787,0.04
2788,0.0
2789,0.0
2790,0.0
2791,0.0
2792,0.05
2793,0.0
2794,0.01
2795,0.0
2796,0.12
2797,0.0
2798,0.15
2799,0.08
2800,0.0
2801,0.56
2802,0.0
2803,0.07
2804,0.05
2805,0.0
2806,0.0
2807,0.41
2808,0.0
2809,0.0
2810,0.0
2811,0.0
2812,0.0
2813,0.15
2814,0.0
2815,0.02
2816,0.03
2817,0.0
2818,0.0
2819,0.0
2820,0.0
2821,0.02
2822,0.0
2823,0.0
2824,0.0
2825,0.0
2826,0.0
2827,0.0
2828,1.22
2829,0.0
2830,0.0
2831,0.02
2832,0.0
2833,0.29
2834,0.02
2835,0.12
2836,0.14
2837,0.14
2838,0.01
2839,0.11
2840,0.0
2841,0.06
2842,0.06
2843,0.1
2844,0.34
2845,0.0
2846,0.0
2847,0.14
2848,0.0
2849,0.26
2850,9.29
2851,0.6
2852,0.02
2853,0.33
2854,0.33
2855,0.15
2856,0.26
2857,0.0
2858,0.0
2859,0.0
2860,0.08
2861,0.15
2862,0.0
2863,0.0
2864,0.42
2865,0.0
2866,0.03
2867,0.06
2868,0.03
2869,0.0
2870,0.0
2871,0.01
2872,0.42
2873,0.33
2874,0.64
2875,0.02
2876,0.06
2877,0.37
2878,1.63
2879,0.24
2880,0.08
2881,0.27
2882,0.14
2883,0.32
2884,0.0
2885,0.11
2886,0.43
2887,0.02
2888,0.01
2889,0.02
2890,0.02
2891,0.0
2892,0.01
2893,0.0
2894,0.0
2895,0.24
2896,0.45
2897,0.24
2898,0.24
2899,0.0
2900,0.18
2901,0.0
2902,0.0
2903,0.0
2904,0.16
2905,0.27
2906,0.04
2907,0.0
2908,0.12
2909,0.0
2910,0.0
2911,0.0
2912,0.0
2913,0.22
2914,0.0
2915,0.15
2916,0.25
2917,0.0
2918,0.0
2919,0.0
2920,0.0
2921,0.07
2922,0.14
2923,0.07
2924,0.04
2925,0.21
2926,0.02
2927,0.0
2928,0.0
2929,0.0
2930,0.0
2931,0.0
2932,0.0
2933,0.06
2934,0.55
2935,0.0
2936,0.08
2937,0.03
2938,0.0
2939,0.0
2940,0.41
2941,0.0
2942,0.03
2943,0.17
2944,0.0
2945,0.0
2946,0.4
2947,0.0
2948,0.0
2949,0.0
2950,0.0
2951,0.0
2952,0.0
2953,0.06
2954,0.44
2955,0.28
2956,0.26
2957,0.19
2958,0.0
2959,0.24
2960,0.0
2961,0.46
2962,0.0
2963,0.01
2964,0.01
2965,0.0
2966,0.1
2967,0.01
2968,0.19
2969,2.8
2970,0.0
2971,0.01
2972,0.15
2973,0.25
2974,0.19
2975,0.12
2976,0.05
2977,0.35
2978,0.04
2979,0.04
2980,0.34
2981,0.01
2982,0.1
2983,0.15
2984,0.11
2985,0.21
2986,0.14
2987,0.01
2988,0.0
2989,0.29
2990,0.11
2991,0.0
2992,0.5
2993,0.24
2994,0.01
2995,0.0
2996,0.0
2997,0.0
2998,0.0
2999,0.0
3000,0.0
3001,0.04
3002,0.02
3003,0.0
3004,0.05
3005,0.0
3006,0.0
3007,0.0
3008,0.0
3009,0.0
3010,0.07
3011,0.0
3012,0.0
3013,0.0
3014,0.05
3015,0.1
3016,0.01
3017,0.04
3018,0.0
3019,0.0
3020,0.0
3021,0.0
3022,0.0
3023,0.1
3024,0.02
3025,0.01
3026,0.0
3027,0.0
3028,0.0
3029,0.0
3030,0.0
3031,0.0
3032,0.0
3033,0.0
3034,0.0
3035,0.17
3036,0.0
3037,0.01
3038,0.0
3039,0.0
3040,0.02
3041,0.0
3042,0.0
3043,0.0
3044,0.01
3045,0.01
3046,0.0
3047,0.06
3048,0.05
3049,0.04
3050,0.0
3051,0.02
3052,0.17
3053,0.0
3054,0.09
3055,0.0
3056,0.0
3057,0.0
3058,0.0
3059,0.01
3060,0.0
3061,0.0
3062,0.0
3063,0.24
3064,0.1
3065,0.01
3066,0.0
3067,0.0
3068,0.0
3069,0.0
3070,0.08
3071,0.31
3072,0.14
3073,0.0
3074,0.0
3075,0.01
3076,0.0
3077,0.0
3078,0.0
3079,0.0
3080,0.02
3081,0.0
3082,0.0
3083,0.0
3084,0.0
3085,0.14
3086,0.22
3087,0.0
3088,0.24
3089,0.1
3090,0.08
3091,0.0
3092,0.13
3093,0.0
3094,0.32
3095,0.47
3096,0.0
3097,0.0
3098,0.03
3099,0.03
3100,0.16
3101,0.05
3102,0.04
3103,0.03
3104,0.03
3105,0.03
3106,0.03
3107,0.03
3108,0.03
3109,0.03
3110,0.03
3111,0.03
3112,0.03
3113,0.03
3114,0.03
3115,0.14
3116,0.21
3117,0.29
3118,0.0
3119,0.01
3120,0.03
3121,0.0
3122,0.0
3123,0.0
3124,0.0
3125,0.0
3126,0.47
3127,0.06
3128,0.0
3129,0.0
3130,0.0
3131,0.02
3132,0.0
3133,0.0
3134,0.0
3135,0.02
3136,0.0
3137,0.0
3138,0.0
3139,0.02
3140,0.24
3141,0.0
3142,0.0
3143,0.0
3144,0.0
3145,0.0
3146,0.0
3147,0.12
3148,0.35
3149,0.19
3150,0.23
3151,0.0
3152,0.0
3153,0.04
3154,0.0
3155,0.02
3156,0.0
3157,0.01
3158,0.0
3159,0.0
3160,0.0
3161,0.0
3162,0.0
3163,0.0
3164,0.0
3165,0.03
3166,0.37
3167,0.09
3168,0.0
3169,0.0
3170,0.0
3171,0.0
3172,0.0
3173,0.0
3174,0.0
3175,0.0
3176,0.0
3177,0.0
3178,0.0
3179,0.07
3180,0.0
3181,0.04
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,0.07
3187,0.13
3188,0.0
3189,0.0
3190,0.0
3191,0.01
3192,0.0
3193,0.0
3194,0.0
3195,0.0
3196,0.67
3197,0.02
3198,0.01
3199,0.07
3200,0.0
3201,0.0
3202,0.02
3203,0.09
3204,0.04
3205,0.0
3206,0.0
3207,0.0
3208,0.0
3209,0.0
3210,0.42
3211,0.05
3212,0.0
3213,0.0
3214,0.35
3215,0.34
3216,0.04
3217,0.12
3218,0.08
3219,0.26
3220,0.0
3221,0.0
3222,0.0
3223,0.0
3224,0.12
3225,0.04
3226,0.0
3227,0.15
3228,0.0
3229,0.0
3230,0.02
3231,0.01
3232,0.0
3233,0.0
3234,0.01
3235,0.22
3236,0.2
3237,0.2
3238,0.01
3239,0.2
3240,0.11
3241,0.03
3242,0.0
3243,0.01
3244,0.1
3245,0.0
3246,0.19
3247,0.0
3248,0.0
3249,0.01
3250,0.01
3251,0.22
3252,1.03
3253,0.22
3254,0.22
3255,1.87
3256,0.22
3257,0.22
3258,0.21
3259,0.21
3260,0.0
3261,0.22
3262,0.06
3263,0.21
3264,0.25
3265,0.01
3266,0.01
3267,0.01
3268,0.01
3269,0.01
3270,0.03
3271,0.03
3272,0.78
3273,0.06
3274,0.06
3275,0.41
3276,0.0
3277,0.34
3278,0.0
3279,0.0
3280,0.0
3281,0.0
3282,0.02
3283,0.0
3284,0.02
3285,0.02
3286,0.02
3287,0.0
3288,0.01
3289,0.37
3290,0.05
3291,0.0
3292,0.0
3293,0.0
3294,0.0
3295,0.06
3296,0.0
3297,0.06
3298,0.0
3299,0.42
3300,0.0
3301,0.0
3302,0.0
3303,0.0
3304,0.02
3305,0.0
3306,0.0
3307,0.0
3308,0.12
3309,0.0
3310,0.1
3311,0.08
3312,0.1
3313,0.1
3314,0.1
3315,0.1
3316,0.04
3317,0.1
3318,0.0
3319,0.07
3320,0.17
3321,0.0
3322,0.15
3323,0.0
3324,0.0
3325,0.0
3326,0.0
3327,0.0
3328,0.0
3329,0.0
3330,0.0
3331,0.0
3332,0.0
3333,0.0
3334,0.0
3335,0.0
3336,0.0
3337,0.01
3338,0.01
3339,0.01
3340,0.01
3341,0.0
3342,0.1
3343,0.1
3344,0.0
3345,0.0
3346,0.1
3347,0.02
3348,0.03
3349,0.0
3350,0.01
3351,0.01
3352,0.06
3353,0.09
3354,0.01
3355,0.0
3356,0.21
3357,0.0
3358,0.1
3359,0.0
3360,0.0
3361,0.0
3362,0.0
3363,0.0
3364,0.0
3365,0.0
3366,0.0
3367,0.0
3368,0.14
3369,0.06
3370,0.01
3371,0.0
3372,0.0
3373,0.24
3374,0.0
3375,0.0
3376,0.0
3377,0.0
3378,0.18
3379,0.05
3380,0.03
3381,0.0
3382,0.0
3383,0.01
3384,0.0
3385,0.0
3386,0.0
3387,0.0
3388,0.0
3389,0.16
3390,0.0
3391,0.0
3392,0.0
3393,0.0
3394,0.02
3395,0.0
3396,0.0
3397,0.0
3398,0.0
3399,0.0
3400,0.0
3401,0.0
3402,0.0
3403,0.0
3404,0.0
3405,0.0
3406,0.0
3407,0.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,0.0
3415,0.0
3416,0.0
3417,0.0
3418,0.0
3419,0.0
3420,0.0
3421,0.0
3422,0.0
3423,0.0
3424,0.21
3425,0.07
3426,0.0
3427,0.0
3428,0.03
3429,0.15
3430,0.0
3431,0.0
3432,0.0
3433,0.28
3434,0.12
3435,0.14
3436,0.0
3437,0.0
3438,0.0
3439,0.01
3440,0.07
3441,0.02
3442,0.0
3443,0.09
3444,0.0
3445,0.0
3446,0.0
3447,0.0
3448,0.0
3449,0.0
3450,0.0
3451,0.0
3452,0.0
3453,0.0
3454,0.0
3455,0.0
3456,0.21
3457,0.55
3458,0.0
3459,0.01
3460,0.0
3461,0.0
3462,0.0
3463,0.0
3464,0.22
3465,0.05
3466,0.0
3467,0.07
3468,0.0
3469,0.0
3470,0.0
3471,0.0
3472,1.24
3473,0.12
3474,0.0
3475,0.0
3476,0.0
3477,0.0
3478,0.0
3479,0.0
3480,0.15
3481,0.02
3482,0.02
3483,0.0
3484,0.0
3485,0.0
3486,0.88
3487,0.11
3488,0.01
3489,0.18
3490,0.14
3491,0.02
3492,0.02
3493,0.02
3494,0.0
3495,0.19
3496,0.14
3497,0.0
3498,0.14
3499,0.31
3500,0.07
3501,0.02
3502,0.14
3503,0.01
3504,0.04
3505,0.0
3506,0.0
3507,0.0
3508,0.47
3509,0.01
3510,0.83
3511,0.83
3512,0.06
3513,0.14
3514,0.0
3515,0.0
3516,0.0
3517,0.0
3518,9.29
3519,0.02
3520,0.02
3521,0.02
3522,0.02
3523,0.02
3524,0.02
3525,0.02
3526,0.02
3527,0.02
3528,0.02
3529,0.02
3530,0.02
3531,0.02
3532,0.83
3533,0.83
3534,0.83
3535,0.83
3536,0.0
3537,0.83
3538,0.83
3539,0.83
3540,0.2
3541,0.02
3542,0.02
3543,0.33
3544,0.0
3545,0.0
3546,0.33
3547,0.0
3548,0.0
3549,0.0
3550,0.0
3551,0.0
3552,0.0
3553,0.0
3554,0.0
3555,0.0
3556,0.0
3557,0.14
3558,0.0
3559,0.0
3560,0.0
3561,0.0
3562,0.0
3563,0.0
3564,0.01
3565,0.02
3566,0.01
3567,0.01
3568,0.0
3569,0.0
3570,0.0
3571,0.33
3572,0.02
3573,0.33
3574,0.33
3575,0.0
3576,0.0
3577,0.0
3578,0.0
3579,0.0
3580,0.0
3581,0.0
3582,0.03
3583,0.06
3584,0.0
3585,0.0
3586,0.05
3587,0.0
3588,0.0
3589,0.0
3590,0.0
3591,0.0
3592,0.0
3593,0.1
3594,0.0
3595,0.0
3596,0.0
3597,0.28
3598,0.0
3599,0.0
3600,0.0
3601,0.01
3602,0.0
3603,0.0
3604,0.14
3605,0.0
3606,0.16
3607,0.0
3608,0.0
3609,0.0
3610,0.06
3611,0.06
3612,0.06
3613,0.06
3614,0.07
3615,0.06
3616,0.02
3617,0.02
3618,0.02
3619,0.43
3620,0.06
3621,0.02
3622,0.02
3623,0.43
3624,0.43
3625,0.0
3626,0.02
3627,0.43
3628,0.01
3629,0.01
3630,0.01
3631,0.01
3632,0.01
3633,0.01
3634,0.06
3635,0.01
3636,0.25
3637,0.0
3638,0.0
3639,0.0
3640,0.0
3641,0.0
3642,0.01
3643,0.0
3644,0.01
3645,0.0
3646,0.0
3647,0.0
3648,0.0
3649,0.0
3650,0.0
3651,0.01
3652,0.0
3653,0.43
3654,0.43
3655,0.01
3656,0.0
3657,0.03
3658,0.01
3659,0.43
3660,0.43
3661,0.02
3662,0.0
3663,0.02
3664,0.01
3665,0.01
3666,0.0
3667,0.0
3668,0.0
3669,0.4
3670,0.0
3671,0.0
3672,0.45
3673,0.01
3674,0.12
3675,0.0
3676,0.3
3677,0.42
3678,1.56
3679,0.14
3680,0.14
3681,0.0
3682,0.0
3683,1.4
3684,0.0
3685,0.0
3686,0.0
3687,0.62
3688,0.18
3689,0.11
3690,0.06
3691,0.07
3692,0.3
3693,0.0
3694,0.12
3695,0.23
3696,0.01
3697,0.01
3698,0.09
3699,0.0
3700,0.0
3701,0.04
3702,0.0
3703,0.1
3704,0.12
3705,0.24
3706,0.15
3707,0.05
3708,0.02
3709,0.06
3710,0.02
3711,0.0
3712,0.2
3713,0.53
3714,0.11
3715,0.0
3716,0.06
3717,0.06
3718,0.01
3719,0.58
3720,0.07
3721,0.03
3722,0.03
3723,0.39
3724,0.0
3725,0.29
3726,0.01
3727,0.16
3728,0.02
3729,0.0
3730,0.0
3731,0.0
3732,0.0
3733,0.06
3734,0.0
3735,0.02
3736,0.0
3737,0.04
3738,0.0
3739,0.0
3740,0.24
3741,0.62
3742,0.24
3743,0.24
3744,0.0
3745,0.0
3746,0.0
3747,0.01
3748,0.04
3749,0.03
3750,0.0
3751,0.21
3752,0.21
3753,0.21
3754,0.0
3755,0.0
3756,0.0
3757,0.0
3758,0.0
3759,0.0
3760,0.0
3761,0.0
3762,0.08
3763,0.0
3764,0.36
3765,0.0
3766,0.06
3767,0.36
3768,0.15
3769,0.04
3770,0.0
3771,0.0
3772,0.14
3773,0.0
3774,0.02
3775,0.21
3776,0.0
3777,0.0
3778,0.01
3779,0.0
3780,0.0
3781,0.14
3782,0.24
3783,0.24
3784,0.0
3785,0.0
3786,0.0
3787,0.07
3788,0.0
3789,0.06
3790,0.0
3791,0.0
3792,0.0
3793,0.0
3794,0.0
3795,0.0
3796,0.0
3797,0.01
3798,0.0
3799,0.01
3800,0.0
3801,0.07
3802,0.13
3803,0.03
3804,0.11
3805,0.08
3806,0.0
3807,0.32
3808,0.0
3809,0.0
3810,0.21
3811,0.03
3812,0.0
3813,0.0
3814,0.0
3815,0.17
3816,0.0
3817,0.0
3818,0.06
3819,0.01
3820,0.0
3821,0.0
3822,0.12
3823,0.0
3824,0.0
3825,0.0
3826,0.0
3827,0.87
3828,0.0
3829,0.0
3830,0.0
3831,0.13
3832,0.0
3833,0.0
3834,0.0
3835,0.24
3836,0.23
3837,0.0
3838,0.0
3839,0.0
3840,0.01
3841,0.0
3842,0.04
3843,0.0
3844,0.0
3845,0.26
3846,0.0
3847,0.11
3848,0.0
3849,0.0
3850,0.17
3851,0.0
3852,0.0
3853,0.0
3854,0.0
3855,0.08
3856,0.08
3857,0.0
3858,0.13
3859,0.55
3860,0.0
3861,0.0
3862,0.0
3863,0.0
3864,0.43
3865,0.0
3866,0.08
3867,0.02
3868,0.0
3869,0.0
3870,0.0
3871,0.0
3872,0.0
3873,0.0
3874,0.0
3875,0.0
3876,0.15
3877,0.03
3878,0.02
3879,0.1
3880,0.1
3881,0.0
3882,0.04
3883,0.0
3884,0.01
3885,0.01
3886,0.0
3887,0.04
3888,0.11
3889,0.43
3890,0.06
3891,0.09
3892,0.0
3893,0.0
3894,0.21
3895,0.0
3896,0.07
3897,0.06
3898,0.0
3899,0.0
3900,0.0
3901,0.0
3902,0.1
3903,0.1
3904,0.12
3905,0.0
3906,0.0
3907,0.1
3908,0.0
3909,1.06
3910,0.04
3911,0.04
3912,0.04
3913,0.0
3914,0.0
3915,0.03
3916,0.03
3917,0.02
3918,0.14
3919,0.06
3920,0.7
3921,0.28
3922,0.11
3923,0.82
3924,0.0
3925,0.14
3926,0.02
3927,0.07
3928,0.07
3929,0.34
3930,0.0
3931,0.0
3932,0.02
3933,0.04
3934,0.01
3935,0.0
3936,0.0
3937,0.18
3938,0.43
3939,0.01
3940,0.0
3941,0.01
3942,0.05
3943,0.02
3944,0.12
3945,0.08
3946,0.25
3947,0.08
3948,0.04
3949,0.0
3950,0.0
3951,0.03
3952,0.0
3953,0.19
3954,0.02
3955,0.0
3956,0.1
3957,0.0
3958,0.01
3959,0.24
3960,0.24
3961,0.03
3962,0.01
3963,0.06
3964,0.14
3965,0.0
3966,0.01
3967,0.27
3968,0.01
3969,1.23
3970,0.0
3971,0.0
3972,0.14
3973,0.0
3974,0.19
3975,0.02
3976,0.04
3977,0.24
3978,0.02
3979,0.02
3980,0.21
3981,0.0
3982,0.19
3983,0.15
3984,0.52
3985,0.27
3986,0.14
3987,0.0
3988,0.31
3989,0.0
3990,0.0
3991,0.0
3992,0.04
3993,0.0
3994,1.62
3995,0.32
3996,0.0
3997,0.0
3998,0.0
3999,0.0
4000,0.0
4001,0.0
4002,0.0
4003,0.1
4004,0.01
4005,0.14
4006,0.0
4007,0.21
4008,0.13
4009,0.11
4010,0.25
4011,0.0
4012,0.14
4013,0.0
4014,0.0
4015,0.21
4016,0.0
4017,0.01
4018,0.63
4019,0.07
4020,0.05
4021,0.0
4022,0.0
4023,0.0
4024,0.0
4025,0.0
4026,0.11
4027,0.0
4028,0.0
4029,0.11
4030,0.1
4031,0.01
4032,0.03
4033,0.01
4034,0.24
4035,0.0
4036,0.0
4037,0.0
4038,0.03
4039,0.01
4040,0.43
4041,0.21
4042,0.04
4043,0.0
4044,0.11
4045,0.01
4046,0.0
4047,0.0
4048,0.19
4049,0.01
4050,0.0
4051,0.15
4052,0.09
4053,0.0
4054,0.08
4055,0.14
4056,0.08
4057,0.08
4058,0.61
4059,0.05
4060,0.12
4061,0.0
4062,0.0
4063,0.19
4064,0.0
4065,0.0
4066,0.24
4067,0.0
4068,0.0
4069,0.0
4070,0.01
4071,0.0
4072,0.0
4073,0.02
4074,0.22
4075,0.0
4076,0.04
4077,0.02
4078,0.06
4079,0.32
4080,0.0
4081,0.01
4082,0.38
4083,0.01
4084,0.0
4085,0.32
4086,0.0
4087,0.0
4088,0.0
4089,0.03
4090,0.0
4091,0.31
4092,0.0
4093,0.0
4094,0.0
4095,0.0
4096,0.0
4097,0.0
4098,0.0
4099,0.0
4100,0.0
4101,0.34
4102,0.0
4103,0.0
4104,0.03
4105,0.0
4106,0.03
4107,0.0
4108,0.16
4109,0.04
4110,0.01
4111,0.03
4112,0.0
4113,0.0
4114,0.0
4115,0.0
4116,0.0
4117,0.0
4118,0.0
4119,0.0
4120,0.24
4121,0.24
4122,0.24
4123,0.24
4124,0.27
4125,0.24
4126,0.0
4127,0.0
4128,0.0
4129,0.24
4130,0.24
4131,0.01
4132,0.0
4133,0.24
4134,0.0
4135,0.24
4136,0.0
